ad_id,delivery_country,punish_num,avg_ad_revenue,baseline_st
1773413349132290 ,US,0,10.0503,0.54
1773325460348970 ,BR,0,422.2358,1.99
1773413989712890 ,SA,0,19.2058,0.54
1773412811506680 ,IL,0,3.8755,0.54
1773412897421360 ,ID,0,1.8515,1.8
1773412781325310 ,EG,0,0.6559,0.54
1773412866965500 ,US,0,1.6613,0.54
1773412957577230 ,ID,0,1.8515,1.8
1773414866646020 ,US,0,26.1731,0.54
1773412846212090 ,SA,0,1.8903,0.54
1773413367842810 ,SA,0,6.2347,0.54
1773413063676970 ,VN,0,1.1751,2.14
1773412955400190 ,TR,0,2.1174,0.54
1773415957578780 ,TW,0,43.964,2.59
1773413251664890 ,TH,0,3.4892,0.54
1773413215910910 ,VN,0,1.6123,0.54
1773413066986490 ,TR,0,0.9612,0.54
1773413635475450 ,AE,0,8.9314,0.54
1773413336918010 ,AE,0,2.6078,0.54
1773413157349370 ,IL,0,2.1044,0.54
1773413373530110 ,PH,0,4.2008,0.54
1773413348042750 ,TH,0,3.4892,0.54
1773413137231870 ,TR,0,0.4677,0.54
1773413597274110 ,DE,0,7.5561,1.53
1773413400992780 ,TH,0,3.4892,0.54
1773414550034430 ,MY,0,20.3302,1.53
1773413318811650 ,SA,0,2.4484,0.54
1773413579210830 ,ID,0,3.1793,1.8
1773413530909700 ,PT,0,3.7403,0.54
1773413578696700 ,SA,0,5.1945,0.54
1773409905933330 ,NO,0,3.5733,1.56
1773413662971900 ,KW,0,5.8558,0.54
1773413509568510 ,TH,0,3.4892,1.53
1773413491469310 ,SA,0,2.8541,0.54
1773413124428800 ,IL,0,1.4638,1.53
1773413689504760 ,TH,0,4.0317,0.54
1773414554980400 ,SE,0,11.3927,0.54
1773413502249990 ,BR,0,3.356,0.54
1773413743108090 ,TH,0,4.0317,0.54
1773414115632130 ,IT,0,7.1025,0.54
1773414072332280 ,SA,0,5.7946,0.54
1773415392449530 ,SA,0,26.2866,0.54
1773413742544910 ,IT,0,2.5729,0.54
1773414996358140 ,SA,0,15.2815,1.53
1773413674185730 ,AE,0,2.5224,1.53
1773413806461950 ,SA,0,2.9032,0.54
1773415044959230 ,SA,0,15.2815,0.54
1773415146058750 ,SA,0,16.9492,0.54
1773413776343040 ,SA,0,1.8227,0.54
1773414085702650 ,AE,0,3.9701,0.54
1773414419538940 ,SA,0,6.7462,0.54
1773414768671780 ,CA,0,8.5056,0.54
1773414404841480 ,ID,0,3.5261,1.8
1773414080659450 ,SA,0,1.3882,0.54
1773414078872570 ,ID,0,1.7999,0.54
1773414451050590 ,PL,0,3.5743,0.54
1773414668330000 ,ID,0,3.5261,1.8
1773414989021180 ,US,0,10.4548,0.54
1773414113548290 ,MY,0,1.2297,0.54
1773414651091970 ,VN,0,2.8716,0.54
1773414467652600 ,ID,0,1.1076,1.53
1773415011402750 ,US,0,8.6484,0.54
1773414701251580 ,VN,0,1.624,0.54
1773414784132090 ,VN,0,2.7797,0.54
1773420894967840 ,SA,0,77.1934,1.78
1773414716548090 ,SA,0,1.3271,0.54
1773414802092030 ,AE,0,3.042,0.54
1773414696519680 ,SA,0,4.6873,0.54
1773415953758200 ,SA,0,24.8005,0.54
1773415040696320 ,BR,0,5.7557,0.54
1773414838800380 ,VN,0,1.1101,0.54
1773417164573700 ,US,0,34.4064,0.54
1773415429573630 ,SA,0,8.2959,0.54
1773415696699390 ,CA,0,13.9418,1.53
1773415478130680 ,SA,0,6.0937,0.54
1773415129873410 ,SA,0,3.425,0.54
1773417592166430 ,GB,0,31.33,1.76
1773415214206980 ,EG,0,3.8265,0.54
1773415551222780 ,SA,0,8.298,0.54
1773414957066240 ,TH,0,1.9241,0.54
1773415558388730 ,SA,0,6.0937,0.54
1773415325373440 ,SE,0,3.8948,0.54
1773415127691260 ,EG,0,2.0584,0.54
1773415546561530 ,SA,0,5.8014,0.54
1773415546561530 ,SA,0,5.8014,0.54
1773415356028930 ,SA,0,1.5067,0.54
1773415457162240 ,IL,0,2.3093,0.54
1773416483480570 ,KW,0,21.1509,0.54
1773415903735810 ,QA,0,8.0264,1.62
1773415635158010 ,SA,0,2.9989,0.54
1773415589111800 ,SA,0,1.2551,0.54
1773415350751250 ,EG,0,0.3042,1.53
1773416466177020 ,SA,0,17.4025,0.54
1773415573265400 ,AE,0,2.7451,1.53
1773415526221820 ,SA,0,3.8032,0.54
1773415646125050 ,MY,0,1.2693,0.54
1773415847921660 ,SA,0,5.8516,0.54
1773415977791490 ,US,0,7.0511,0.54
1773415626187770 ,SA,0,4.3887,0.54
1773415422124030 ,ES,0,2.9288,1.53
1773415664401410 ,IT,0,3.2646,0.54
1773415534138360 ,SA,0,1.5622,0.54
1773416141165570 ,IL,0,8.713,0.54
1773415892791300 ,US,0,4.845,1.53
1773415679536130 ,TR,0,0.5736,1.53
1773416365663230 ,SA,0,9.9406,0.54
1773415954933760 ,US,0,3.2459,1.53
1773416123315200 ,VN,0,4.2811,0.54
1773414951994370 ,BR,0,0.4676,1.53
1773415873391610 ,ID,0,0.5514,0.54
1773416052625410 ,KW,0,2.3028,0.54
1773416144883710 ,VN,0,2.8716,0.54
1773415962696700 ,HU,0,1.0254,0.54
1773416066403320 ,VN,0,3.7428,0.54
1773416158010370 ,SA,0,3.9787,0.54
1773416112801790 ,SA,0,1.9559,0.54
1773416048281600 ,SA,0,1.312,0.54
1773416311636990 ,AE,0,3.3965,0.54
1773413694572570 ,CA,0,16.2226,1.81
1773413694572570 ,CA,0,16.2226,1.81
1773412736307200 ,US,0,3.5999,1.81
1773416612218880 ,IL,0,6.8938,0.54
1773416188517380 ,US,0,1.1917,0.54
1773416372335610 ,SA,0,3.5207,0.54
1773416660399100 ,BR,0,4.6728,1.7
1773416255620100 ,ES,0,1.2383,1.53
1773416444013570 ,SA,0,3.2522,0.54
1773417042311210 ,QA,0,8.0264,1.62
1773417816566780 ,SA,0,17.2524,0.54
1773416466535480 ,VN,0,1.5294,0.54
1773412304246800 ,NO,0,5.4998,1.56
1773412304246800 ,HU,0,5.4998,1.62
1773412304246800 ,DK,0,5.4998,1.31
1773416489485310 ,TR,0,4.0282,0.54
1773416532029440 ,VN,0,1.1868,0.54
1773417393358850 ,US,0,10.244,0.54
1773416904078340 ,DE,0,4.7307,0.54
1773416486717440 ,TR,0,1.0161,0.54
1773417222543360 ,AE,0,7.3073,0.54
1773416984800320 ,SA,0,5.058,0.54
1773416232406010 ,US,0,10.0508,1.81
1773416900604930 ,SA,0,2.7993,0.54
1773416992224250 ,SA,0,4.0987,0.54
1773416764548090 ,SA,0,1.3108,0.54
1773417184288770 ,SA,0,3.9761,0.54
1773417171170300 ,SA,0,1.8031,0.54
1773417763452950 ,DE,0,8.1184,0.54
1773419092620280 ,SA,0,21.6992,0.54
1773419218921470 ,SA,0,21.6992,0.54
1773416987789340 ,BR,0,1.8635,1.53
1773417282767940 ,RO,0,1.7459,0.54
1773419388372990 ,SA,0,21.6992,0.54
1773417607913470 ,FR,0,3.5299,0.54
1773390261997560 ,SA,0,4.2775,0.54
1773418546316280 ,IQ,0,10.0875,1.62
1773417424161790 ,SA,0,0.945,0.54
1773418084920320 ,SA,0,6.8239,0.54
1773417586735110 ,EG,0,1.0967,0.54
1773417421736960 ,BR,0,1.3203,0.54
1773417592424440 ,SA,0,1.55,0.54
1773417785820160 ,SA,0,2.6969,0.54
1773417778806780 ,TR,0,1.5716,0.54
1773419013557250 ,CA,0,13.9418,0.54
1773418698740740 ,US,0,11.9464,0.54
1773418038747170 ,ES,0,3.6029,0.54
1773409103949860 ,BR,0,2.5362,1.53
1773415267069950 ,CA,0,6.9962,1.81
1773415267069950 ,US,0,6.9962,1.81
1773417808114720 ,SA,0,3.6688,0.54
1773425562760240 ,CA,0,77.8297,1.81
1773418029520890 ,PH,0,1.0966,0.54
1773418344394780 ,AE,0,3.0365,1.67
1773418553158650 ,KW,0,6.3421,0.54
1773418397515840 ,SA,0,3.6098,0.54
1773418526376960 ,BR,0,4.8518,0.54
1773418185827380 ,EG,0,0.7661,0.54
1773418575981570 ,QA,0,4.6174,0.54
1773419760342010 ,AE,0,15.6287,0.54
1773418325675000 ,PH,0,0.3058,1.53
1773418715096060 ,SA,0,5.2584,0.54
1773418628415490 ,AE,0,3.5289,0.54
1773418915171320 ,SA,0,4.4338,0.54
1773417006263320 ,GB,0,24.1873,1.72
1773418559130620 ,AE,0,1.7038,1.53
1773418428343290 ,IL,0,0.4124,1.53
1773419434486780 ,SA,0,9.5711,0.54
1773419467473920 ,SA,0,9.5711,0.54
1773419007246330 ,SA,0,4.4059,0.54
1773418927234050 ,SA,0,3.243,0.54
1773418581039100 ,TR,0,0.771,0.54
1773423316919300 ,US,0,45.5818,0.54
1773420567136300 ,AU,0,1.3158,1.84
1773420567136300 ,FI,0,1.3158,1.56
1773419309072380 ,HU,0,3.2807,0.54
1773418925238270 ,SA,0,1.0966,0.54
1773420826687540 ,US,0,20.065,0.54
1773419790259200 ,SA,0,5.473,0.54
1773419187971070 ,TR,0,0.7139,0.54
1773419362361340 ,SA,0,1.4144,0.54
1773419306303480 ,QA,0,2.3487,0.54
1773419190216740 ,EG,0,2.7062,0.54
1773419586909180 ,SA,0,2.9284,0.54
1773419772010500 ,DE,0,4.192,1.53
1773419884518400 ,AT,0,6.9645,0.54
1773419804539900 ,SA,0,4.5283,0.54
1773419598861310 ,EG,0,1.2553,0.54
1773419763267580 ,SA,0,1.3181,0.54
1773420164227100 ,NO,0,5.4941,1.56
1773419953864700 ,SA,0,5.5145,0.54
1773419929568250 ,SA,0,3.38,0.54
1773419821154300 ,TR,0,3.7528,0.54
1773419774573570 ,BR,0,2.3507,0.54
1773419737488380 ,SA,0,2.4616,0.54
1773419828613120 ,EG,0,0.5176,0.54
1773420174652420 ,US,0,6.28,1.53
1773419967350820 ,HU,0,4.46,1.53
1773420350819330 ,KW,0,6.508,0.54
1773420430806030 ,BR,0,2.9435,1.7
1773425292194840 ,DK,0,52.9871,1.31
1773425292194840 ,NO,0,52.9871,1.56
1773420182402050 ,TR,0,3.5414,0.54
1773420474920970 ,NO,0,5.4941,1.56
1773420072571950 ,EG,0,0.8897,0.54
1773420710507520 ,VN,0,8.504,0.54
1773420416081920 ,ES,0,4.2446,0.54
1773421668756480 ,US,0,17.8732,0.54
1773420237331460 ,HU,0,2.1356,0.54
1773421937214530 ,US,0,18.56,0.54
1773420464657400 ,SA,0,2.8908,0.54
1773420310124540 ,MY,0,1.0737,1.53
1773420610971650 ,IL,0,3.4425,0.54
1773425383057450 ,NO,0,52.9871,1.56
1773425383057450 ,DK,0,52.9871,1.31
1773420577647610 ,SA,0,2.9915,0.54
1773420812369920 ,CZ,0,7.4161,0.54
1773421019839480 ,SA,0,8.2101,0.54
1773420635240450 ,IT,0,2.8165,0.54
1773421164332030 ,CA,0,9.1209,0.54
1773420547113980 ,SA,0,4.8047,0.54
1773421837968390 ,US,0,13.5572,0.54
1773421241407480 ,SA,0,8.8471,0.54
1773420700675070 ,DE,0,1.6626,1.53
1773420641266690 ,VN,0,0.7066,0.54
1773420757650430 ,KW,0,2.3791,0.54
1773421697130490 ,SA,0,11.0916,0.54
1773421413323770 ,AE,0,7.4594,0.54
1773421173045250 ,IT,0,3.8967,0.54
1773420504483840 ,TR,0,0.7886,1.53
1773420768029710 ,RO,0,2.605,0.54
1773420768029710 ,RO,0,2.605,0.54
1773421343743000 ,BR,0,3.2083,1.7
1773420549642240 ,GR,0,0.6691,1.53
1773421640271870 ,SA,0,5.1776,0.54
1773421404734460 ,SA,0,3.7151,0.54
1773421264395260 ,SA,0,2.0694,0.54
1773421529405440 ,SA,0,2.8186,0.54
1773421677365250 ,US,0,4.0791,1.53
1773423148311600 ,SA,0,13.0892,1.67
1773421544363010 ,SA,0,3.7033,0.54
1773421555954680 ,SA,0,1.706,0.54
1773422762694660 ,GR,0,9.8868,1.53
1773422486459390 ,US,0,6.4838,1.53
1773421801262080 ,KW,0,3.2534,0.54
1773421178117120 ,FR,0,2.8616,1.53
1773422417778710 ,US,0,5.3423,1.53
1773423297709050 ,AE,0,13.6322,0.54
1773422519971880 ,BR,0,4.2089,1.7
1773422753757180 ,AE,0,5.8802,0.54
1773419709557770 ,CA,0,9.2186,1.78
1773422265297920 ,BR,0,0.7703,0.54
1773422075508730 ,TR,0,0.2212,1.53
1773422545333260 ,PT,0,2.5472,0.54
1773422487079930 ,SA,0,1.7183,0.54
1773422615354370 ,TR,0,3.1859,0.54
1773422594134010 ,SA,0,1.6056,0.54
1773422556815360 ,SA,0,1.5529,0.54
1773422485358590 ,TR,0,0.6251,0.54
1773422671071230 ,TR,0,3.2832,0.54
1773422993741820 ,SA,0,3.9675,0.54
1773423027292180 ,FR,0,5.877,1.53
1773422967361540 ,SE,0,3.2264,1.53
1773422836661240 ,TR,0,0.5317,0.54
1773424306804730 ,AE,0,15.174,0.54
1773422627257410 ,TR,0,1.2287,0.54
1773423304159230 ,US,0,5.355,0.54
1773423020934140 ,PT,0,1.4744,1.53
1773423926795260 ,SA,0,12.1286,0.54
1773423235259390 ,SA,0,3.9807,0.54
1773423548591100 ,US,0,7.1856,0.54
1773423540721660 ,SA,0,6.886,0.54
1773423571397630 ,VN,0,8.4126,0.54
1773423571397630 ,VN,0,8.4126,0.54
1773423101612030 ,TR,0,0.8783,0.54
1773423391478780 ,AE,0,5.0266,0.54
1773423126121470 ,IL,0,1.1344,0.54
1773423416839160 ,SA,0,2.3871,0.54
1773423581405180 ,SA,0,5.0492,0.54
1773423435973630 ,SA,0,2.0435,0.54
1773424261390330 ,AE,0,10.3457,0.54
1773266207817730 ,EG,0,0.8433,1.53
1773423422341120 ,CA,0,0.9492,1.53
1773423722600530 ,PL,0,5.5423,0.54
1773423722600530 ,PL,0,5.5423,0.54
1773423722600530 ,PL,0,5.5423,0.54
1773423690845180 ,SA,0,2.3871,0.54
1773424679115780 ,FI,0,12.9103,0.54
1773423642915840 ,TR,0,0.5843,1.53
1773423955856380 ,AE,0,4.7599,0.54
1773424432121870 ,US,0,6.3733,0.54
1773424181441530 ,SA,0,3.19,0.54
1773422301474860 ,CA,0,23.537,1.81
1773423773288450 ,TR,0,0.5993,0.54
1773424721730560 ,DE,0,7.1005,0.54
1773423968437250 ,EG,0,0.5645,1.53
1773424462110720 ,EG,0,3.4364,0.54
1773424296321020 ,PH,0,0.8245,0.54
1773425414103040 ,VN,0,16.1813,0.54
1773424853429250 ,DE,0,8.8773,0.54
1773424719374340 ,IT,0,4.6426,0.54
1773424407287810 ,TR,0,3.4853,0.54
1773424520272890 ,SA,0,2.0694,0.54
1773424399676410 ,ID,0,0.2689,0.54
1773425817844750 ,US,0,18.7294,1.53
1773428534624260 ,US,0,51.9719,0.54
1773424819958790 ,US,0,6.0467,0.54
1773424497281020 ,AE,0,0.7273,0.54
1773425202872320 ,US,0,10.5433,0.54
1773469539073070 ,IE,0,3.2846,1.52
1773469539073070 ,NO,0,3.2846,1.56
1773469539073070 ,DK,0,3.2846,1.31
1773424559588400 ,EG,0,0.2273,1.53
1773425133697020 ,SA,0,6.9373,0.54
1773424809454630 ,BR,0,2.1439,0.54
1773424848602110 ,IL,0,2.8553,0.54
1773424919168000 ,SA,0,2.9041,0.54
1773424921178110 ,SA,0,5.1351,0.54
1773425642714110 ,US,0,11.6042,0.54
1773424772913150 ,EG,0,0.497,0.54
1773425049865220 ,US,0,4.4838,0.54
1773424895069200 ,FR,0,2.2603,1.53
1773425038673920 ,SA,0,3.1939,0.54
1773426659464190 ,US,0,24.2833,1.53
1773425272717310 ,IL,0,5.1885,0.54
1773425144679420 ,SA,0,3.5982,0.54
1773425350984700 ,SA,0,5.3417,0.54
1773424853788720 ,EG,0,2.2095,0.54
1773427175315480 ,JP,0,25.929,3.21
1773427166960690 ,JP,0,25.929,3.21
1773426120091640 ,ID,0,14.6506,0.54
1773425764792320 ,AE,0,7.2473,0.54
1773427170817020 ,JP,0,25.929,3.21
1773425114406910 ,SA,0,4.5821,0.54
1773425525899270 ,PL,0,3.61,0.54
1773430455665660 ,SA,0,68.0659,0.54
1773426104008700 ,SA,0,11.3651,0.54
1773441561472030 ,ID,0,9.7145,1.8
1773425207678970 ,VN,0,1.4621,0.54
1773425705899010 ,BR,0,4.1644,0.54
1773426956628990 ,EG,0,20.0319,1.53
1773425597473790 ,EG,0,1.9723,0.54
1773425650340860 ,SA,0,2.4723,0.54
1773425797208070 ,US,0,4.2295,0.54
1773447195713560 ,JP,0,274.2246,3.21
1773425888000000 ,KW,0,4.5337,0.54
1773425844498430 ,SA,0,2.9841,0.54
1773425940513790 ,US,0,3.5533,1.53
1773426032033790 ,DE,0,4.2974,1.53
1773422854699020 ,NO,0,2.0917,1.56
1773426027232260 ,US,0,2.87,1.53
1773426177448960 ,TH,0,5.624,0.54
1773426427621370 ,SA,0,8.3968,0.54
1773425998949450 ,AU,0,3.0386,1.84
1773425956002810 ,TR,0,0.8734,0.54
1773425264875530 ,SA,0,16.3425,1.67
1773426332911620 ,SA,0,5.6938,0.54
1773426114173950 ,NL,0,1.5089,1.53
1773428169498630 ,US,0,25.1626,0.54
1773427107613690 ,SA,0,13.1038,0.54
1773426184529920 ,DE,0,2.4627,1.53
1773426240135170 ,EG,0,0.979,0.54
1773426235953170 ,IT,0,2.913,0.54
1773426247619580 ,SA,0,2.0361,0.54
1773427328029690 ,SA,0,12.8383,0.54
1773411494122500 ,US,0,10.2818,1.53
1773426167955460 ,EG,0,0.7972,0.54
1773426682893310 ,SA,0,5.9591,0.54
1773426501206010 ,TR,0,3.8042,0.54
1773412006843390 ,RO,0,0.5567,1.53
1773426404939770 ,SA,0,1.83,0.54
1773426083691520 ,EG,0,3.5379,0.54
1773425414945790 ,ZA,0,16.895,1.4
1773426470647810 ,TR,0,0.7962,0.54
1773426651909120 ,VN,0,0.7971,0.54
1773427926322170 ,JP,0,16.7465,0.54
1773426637319170 ,SA,0,1.0702,1.53
1773427459591160 ,AE,0,9.0527,0.54
1773426703519740 ,VN,0,0.7971,0.54
1773426731397120 ,MY,0,2.0103,0.54
1773427316463610 ,QA,0,7.3002,0.54
1773426885638140 ,AE,0,1.9057,0.54
1773426753216510 ,TR,0,0.6994,0.54
1773428182575100 ,SA,0,19.4095,0.54
1773426758315000 ,VN,0,0.7971,0.54
1773426903494650 ,SA,0,1.3842,0.54
1773427595613180 ,SA,0,7.2998,0.54
1773430240077820 ,SA,0,43.7543,0.54
1773427280500730 ,SA,0,5.0102,0.54
1773427134177280 ,SA,0,4.3919,0.54
1773427457949690 ,SA,0,4.8676,0.54
1773427553822720 ,SA,0,6.5187,0.54
1773428318981120 ,SA,0,14.526,0.54
1773427196272640 ,TR,0,0.6994,0.54
1773427320823800 ,SA,0,4.2355,0.54
1773427668087810 ,SA,0,6.3188,0.54
1773429260322810 ,SA,0,20.3076,1.67
1773427665320960 ,PH,0,2.5558,0.54
1773423867913230 ,AE,0,0.6745,1.67
1773428648391680 ,SA,0,14.8735,0.54
1773428648391680 ,SA,0,14.8735,0.54
1773428191860740 ,US,0,8.8036,0.54
1773427802470400 ,TR,0,2.1752,0.54
1773427710346240 ,TR,0,0.5493,0.54
1773430112913440 ,SA,0,4.8409,1.67
1773429240287260 ,BR,0,21.6058,1.7
1773427775804410 ,SA,0,1.2006,0.54
1773427892612090 ,SA,0,1.3182,1.53
1773428363646970 ,SA,0,5.8569,0.54
1773427874207740 ,PT,0,0.7865,0.54
1773427881883650 ,BR,0,0.7148,1.53
1773113916503040 ,AU,0,0,1.84
1773114791528490 ,AU,0,0,1.84
1773428417346560 ,SA,0,2.653,0.54
1773428253485050 ,TR,0,0.4027,0.54
1773428396109820 ,SA,0,3.5825,0.54
1773428814743550 ,US,0,7.1932,0.54
1773428559354880 ,BR,0,4.2151,0.54
1773428468175870 ,SA,0,1.6376,0.54
1773428568650750 ,PT,0,2.1288,0.54
1773428595892220 ,SA,0,4.676,0.54
1773428709462010 ,KW,0,1.9993,0.54
1773428863148030 ,SA,0,4.676,0.54
1773428468251650 ,US,0,5.845,0.54
1773428847431680 ,EG,0,1.7124,0.54
1773429343076350 ,SA,0,11.0795,0.54
1773425152505870 ,US,0,2.9315,1.81
1773425152505870 ,CA,0,2.9315,1.81
1773428932164610 ,SA,0,4.621,0.54
1773428806011910 ,EG,0,1.2761,0.54
1773430111356920 ,SA,0,19.7137,0.54
1773428893783040 ,SA,0,0.6406,1.53
1773429287469050 ,SA,0,6.632,0.54
1773429200219150 ,BR,0,3.5373,1.99
1773429128244220 ,TR,0,3.8852,0.54
1773429160503290 ,SA,0,4.7867,0.54
1773428660845570 ,SA,0,2.3781,1.53
1773428930826240 ,TR,0,1.7224,0.54
1773425998946320 ,EC,0,12.6767,1.62
1773429292651520 ,SA,0,4.9683,0.54
1773429027555350 ,BR,0,2.09,0.54
1773429218899970 ,SA,0,0.6717,0.54
1773429067160570 ,TR,0,0.1793,1.53
1773429812240380 ,MA,0,7.0559,1.62
1773429385446400 ,SA,0,3.9337,0.54
1773429276233720 ,TR,0,0.8438,0.54
1773429861907450 ,SA,0,8.38,0.54
1773430032778240 ,SA,0,8.38,0.54
1773429436565500 ,TH,0,2.3271,0.54
1773429423752190 ,SA,0,3.9942,0.54
1773429457969150 ,BR,0,2.5221,0.54
1773429408136190 ,PH,0,1.224,0.54
1773429635095550 ,SA,0,4.7867,0.54
1773429470426110 ,ID,0,1.535,0.54
1773431443527680 ,US,0,21.1006,0.54
1773429843600380 ,EG,0,3.6137,0.54
1773429575184380 ,TH,0,0.5339,0.54
1773429699350530 ,CA,0,1.466,1.53
1773429819642880 ,BR,0,2.3936,0.54
1773429680987140 ,GR,0,0.4945,0.54
1773429955759100 ,SA,0,3.2425,0.54
1773429836234750 ,US,0,2.915,0.54
1773430023808000 ,SA,0,2.3871,0.54
1773430723090450 ,US,0,9.7764,0.54
1773430414510080 ,SA,0,8.0167,0.54
1773430220915710 ,KW,0,3.7931,0.54
1773430458561540 ,IT,0,6.1079,0.54
1773430153189370 ,SA,0,2.2885,0.54
1773430153937920 ,BR,0,3.0484,0.54
1773430049576960 ,TR,0,0.2216,1.53
1773431033175040 ,SA,0,8.05,0.54
1773414859794430 ,CA,0,2.5395,1.53
1773430310640640 ,SA,0,1.8853,0.54
1773430596714490 ,SA,0,3.7501,0.54
1773431206379570 ,US,0,6.2228,1.53
1773430500371450 ,ID,0,1.0874,0.54
1773430901350400 ,BR,0,4.5486,0.54
1773396254006270 ,MA,0,9.0027,1.62
1773430601823230 ,MY,0,1.1531,1.53
1773430634546170 ,VN,0,0.3015,0.54
1773430874779650 ,EG,0,0.6753,0.54
1773430792047620 ,BR,0,0.4388,1.53
1773431121596420 ,ES,0,1.6692,0.54
1773431199249410 ,SA,0,1.6833,0.54
1773431451565050 ,SA,0,5.6806,0.54
1773428333521920 ,PL,0,28.3747,1.84
1773428269068290 ,IE,0,28.3747,1.62
1773431287011330 ,PT,0,0.9996,1.53
1773431287011330 ,PT,0,0.9996,1.53
1773431319919610 ,SA,0,2.1467,0.54
1773431395057660 ,SA,0,5.1351,0.54
1773431260053500 ,TR,0,1.1701,0.54
1773431349908480 ,ID,0,0.6771,1.53
1773431370170360 ,TR,0,1.1432,0.54
1773431429307390 ,EG,0,1.3953,0.54
1773431539652600 ,SA,0,4.3253,0.54
1773453404540920 ,TR,0,2.0727,1.63
1773431565929470 ,SA,0,4.3253,0.54
1773434014843900 ,US,0,47.28,1.53
1773431594525690 ,SA,0,4.7867,0.54
1773431521294330 ,SA,0,4.3253,0.54
1773431464732670 ,CA,0,2.2096,1.53
1773431606600700 ,SA,0,4.3253,0.54
1773431631090690 ,SA,0,4.3253,0.54
1773431660780540 ,SA,0,4.7867,0.54
1773431587077120 ,SA,0,4.3253,0.54
1773431586475000 ,SA,0,1.745,0.54
1773416550286380 ,DE,0,7.3058,1.6
1773431675485180 ,SA,0,4.3253,0.54
1773431699804160 ,SA,0,4.3253,0.54
1773434600660990 ,US,0,46.66,0.54
1773431650935810 ,SA,0,4.3253,0.54
1773431732701250 ,DE,0,3.893,1.53
1773431790894080 ,SA,0,4.7867,0.54
1773387723595810 ,BE,0,4.0055,1.62
1773431677061120 ,TR,0,0.4488,1.53
1773432125860860 ,SA,0,19.4092,0.54
1773422850760750 ,NO,0,2.0917,1.56
1773399091017760 ,QA,0,12.5911,1.62
1773399091017760 ,AE,0,12.5911,1.67
1773399091017760 ,PH,0,12.5911,1.62
1773399091017760 ,SA,0,12.5911,1.67
1773399091017760 ,BE,0,12.5911,1.62
1773399091017760 ,ZA,0,12.5911,1.62
1773399091017760 ,MA,0,12.5911,1.62
1773399091017760 ,TR,0,12.5911,1.63
1773399091017760 ,DE,0,12.5911,1.6
1773399091017760 ,KR,0,12.5911,2.18
1773399091017760 ,CA,0,12.5911,1.81
1773399091017760 ,SG,0,12.5911,1.62
1773399091017760 ,NZ,0,12.5911,1.62
1773399091017760 ,DK,0,12.5911,1.62
1773399091017760 ,SE,0,12.5911,1.62
1773399091017760 ,KW,0,12.5911,1.62
1773399091017760 ,KH,0,12.5911,1.62
1773399091017760 ,NO,0,12.5911,1.62
1773399091017760 ,GR,0,12.5911,1.62
1773399091017760 ,CZ,0,12.5911,1.62
1773399091017760 ,NL,0,12.5911,1.62
1773399091017760 ,FI,0,12.5911,1.62
1773399091017760 ,EG,0,12.5911,1.67
1773433959956480 ,SA,0,29.7225,0.54
1773401712756780 ,VN,0,0.7843,2.14
1773432167327750 ,CA,0,15.4046,0.54
1773437791269920 ,US,0,74,0.54
1773431998338050 ,QA,0,10.9716,0.54
1773432156269570 ,SA,0,11.5984,0.54
1773432581070850 ,US,0,15.623,0.54
1773434131981310 ,US,0,25.95,0.54
1773433983954950 ,US,0,22.3916,0.54
1773431872710650 ,SA,0,4.7867,0.54
1773432304051200 ,SA,0,10.262,0.54
1773431741946880 ,TR,0,2.397,0.54
1773431928477690 ,SA,0,3.1688,0.54
1773431857691640 ,QA,0,1.8955,0.54
1773431954366470 ,SA,0,3.101,0.54
1773433221535810 ,FR,0,12.797,0.54
1773433176682500 ,US,0,12.6968,0.54
1773437102557180 ,KW,0,56.4595,0.54
1773432705165310 ,SA,0,9.8868,0.54
1773432399108140 ,IL,0,5.9067,1.22
1773434007457790 ,AE,0,14.0703,0.54
1773432666788870 ,US,0,5.635,0.54
1773432128868380 ,BR,0,1.1652,0.54
1773432175538170 ,VN,0,0.7371,0.54
1773432418518020 ,US,0,2.34,0.54
1773433362746360 ,SA,0,9.1256,0.54
1773432094493690 ,SA,0,1.0339,1.53
1773432964744190 ,IT,0,6.012,0.54
1773432527548420 ,US,0,2.5403,0.54
1773432255914000 ,BR,0,1.5552,0.54
1773433211589630 ,EG,0,7.1004,0.54
1773432729913340 ,SA,0,1.3182,1.53
1773433193682940 ,SA,0,2.5581,1.53
1773432829619200 ,TR,0,1.0629,0.54
1773434347028480 ,US,0,17.0708,0.54
1773433443524600 ,SA,0,5.2582,0.54
1773432773490690 ,TR,0,1.2179,0.54
1773434316710920 ,US,0,16.721,1.81
1773435296111620 ,US,0,25.5442,0.54
1773433164183550 ,VN,0,1.6439,0.54
1773433690308600 ,KW,0,4.14,0.54
1773433475661820 ,MY,0,1.3166,0.54
1773433525947390 ,TR,0,1.3015,0.54
1773433677459450 ,VN,0,1.0417,0.54
1773434227269630 ,SA,0,8.3738,0.54
1773433757930500 ,TR,0,0.9277,0.54
1773433829582840 ,VN,0,0.6023,0.54
1773434101585920 ,VN,0,2.5228,2.14
1773434078512150 ,RO,0,3.2968,0.54
1773434951707650 ,AE,0,15.4559,0.54
1773435254363160 ,KH,0,16.6225,1.5
1773435254363160 ,KH,0,16.6225,1.5
1773435374873600 ,SA,0,22.2287,0.54
1773432008149000 ,US,0,20.5167,1.81
